,state_id,Title,Total,Partial vaccinated,Fully Vaccinated,Date
9497,26,Odisha,41368784,27175002,14193782,2021-11-19 23:30
9498,27,Puducherry,1180636,743882,436754,2021-11-19 23:30
9499,28,Punjab,23281100,16306648,6974452,2021-11-19 23:30
9500,29,Rajasthan,65177681,43012606,22165075,2021-11-19 23:30
9501,30,Sikkim,987602,522803,464799,2021-11-19 23:30
9502,31,Tamil Nadu,63965758,42983472,20982286,2021-11-19 23:30
9503,32,Telangana,35905405,24141441,11763964,2021-11-19 23:30
9504,33,Tripura,4450956,2530202,1920754,2021-11-19 23:30
9505,34,Uttar Pradesh,146740510,104678185,42062325,2021-11-19 23:30
9506,35,Uttarakhand,12105849,7535434,4570415,2021-11-19 23:30
9507,36,West Bengal,86722715,61093893,25628822,2021-11-19 23:30
9508,37,Daman and Diu,481836,277438,204398,2021-11-19 23:30
9509,1,Andaman and Nicobar Islands,533719,295819,237900,2021-11-20 23:30
9510,2,Andhra Pradesh,57124807,33928452,23196355,2021-11-20 23:30
9511,3,Arunachal Pradesh,1374222,785764,588458,2021-11-20 23:30
9512,4,Assam,31499650,20780102,10719548,2021-11-20 23:30
9513,5,Bihar,74922178,52415355,22506823,2021-11-20 23:30
9514,6,Chandigarh,1535581,934896,600685,2021-11-20 23:30
9515,7,Chhattisgarh,24300696,15681248,8619448,2021-11-20 23:30
9516,8,Dadra and Nagar Haveli,606312,392365,213947,2021-11-20 23:30
9517,9,Delhi,21822471,13537525,8284946,2021-11-20 23:30
9518,10,Goa,2271828,1275648,996180,2021-11-20 23:30
9519,11,Gujarat,77005841,45377538,31628303,2021-11-20 23:30
9520,12,Haryana,27508627,18236260,9272367,2021-11-20 23:30
9521,13,Himachal Pradesh,10339084,5776688,4562396,2021-11-20 23:30
9522,14,Jammu and Kashmir,16150156,9571664,6578492,2021-11-20 23:30
9523,15,Jharkhand,22906727,15982642,6924085,2021-11-20 23:30
9524,16,Karnataka,70226599,43685873,26540726,2021-11-20 23:30
9525,17,Kerala,41872193,25583388,16288805,2021-11-20 23:30
9526,18,Ladakh,374962,210697,164265,2021-11-20 23:30
9527,19,Lakshadweep,103782,55341,48441,2021-11-20 23:30
9528,20,Madhya Pradesh,80069175,50612271,29456904,2021-11-20 23:30
9529,21,Maharashtra,106690721,70996506,35694215,2021-11-20 23:30
9530,22,Manipur,2103325,1269832,833493,2021-11-20 23:30
9531,23,Meghalaya,1913401,1144804,768597,2021-11-20 23:30
9532,24,Mizoram,1267262,723651,543611,2021-11-20 23:30
9533,25,Nagaland,1252087,723219,528868,2021-11-20 23:30
9534,26,Odisha,41576014,27242227,14333787,2021-11-20 23:30
9535,27,Puducherry,1184190,744738,439452,2021-11-20 23:30
9536,28,Punjab,23361826,16330426,7031400,2021-11-20 23:30
9537,29,Rajasthan,65478457,43056582,22421875,2021-11-20 23:30
9538,30,Sikkim,987905,522839,465066,2021-11-20 23:30
9539,31,Tamil Nadu,64288737,43120167,21168570,2021-11-20 23:30
9540,32,Telangana,36121762,24231450,11890312,2021-11-20 23:30
9541,33,Tripura,4467306,2531368,1935938,2021-11-20 23:30
9542,34,Uttar Pradesh,147970432,105239195,42731237,2021-11-20 23:30
9543,35,Uttarakhand,12149555,7538997,4610558,2021-11-20 23:30
9544,36,West Bengal,87270275,61349312,25920963,2021-11-20 23:30
9545,37,Daman and Diu,483137,277639,205498,2021-11-20 23:30
9546,1,Andaman and Nicobar Islands,534187,295833,238354,2021-11-21 23:30
9547,2,Andhra Pradesh,57137037,33931899,23205138,2021-11-21 23:30
9548,3,Arunachal Pradesh,1374955,785995,588960,2021-11-21 23:30
9549,4,Assam,31582609,20806763,10775846,2021-11-21 23:30
9550,5,Bihar,75177806,52518221,22659585,2021-11-21 23:30
9551,6,Chandigarh,1537188,935144,602044,2021-11-21 23:30
9552,7,Chhattisgarh,24410894,15727369,8683525,2021-11-21 23:30
9553,8,Dadra and Nagar Haveli,606398,392386,214012,2021-11-21 23:30
9554,9,Delhi,21843810,13546227,8297583,2021-11-21 23:30
9555,10,Goa,2276727,1276475,1000252,2021-11-21 23:30
9556,11,Gujarat,77112357,45393151,31719206,2021-11-21 23:30
9557,12,Haryana,27565517,18256654,9308863,2021-11-21 23:30
9558,13,Himachal Pradesh,10381533,5779078,4602455,2021-11-21 23:30
9559,14,Jammu and Kashmir,16187045,9572956,6614089,2021-11-21 23:30
9560,15,Jharkhand,23039715,16037859,7001856,2021-11-21 23:30
9561,16,Karnataka,70321220,43721019,26600201,2021-11-21 23:30
9562,17,Kerala,41879766,25584045,16295721,2021-11-21 23:30
9563,18,Ladakh,375033,210707,164326,2021-11-21 23:30
9564,19,Lakshadweep,103860,55351,48509,2021-11-21 23:30
9565,20,Madhya Pradesh,80246589,50628369,29618220,2021-11-21 23:30
9566,21,Maharashtra,106874074,71095039,35779035,2021-11-21 23:30
9567,22,Manipur,2105799,1270523,835276,2021-11-21 23:30
9568,23,Meghalaya,1916062,1146316,769746,2021-11-21 23:30
9569,24,Mizoram,1267579,723958,543621,2021-11-21 23:30
9570,25,Nagaland,1256202,725579,530623,2021-11-21 23:30
9571,26,Odisha,41629148,27259808,14369340,2021-11-21 23:30
9572,27,Puducherry,1185104,744985,440119,2021-11-21 23:30
9573,28,Punjab,23383217,16337509,7045708,2021-11-21 23:30
9574,29,Rajasthan,65540994,43065654,22475340,2021-11-21 23:30
9575,30,Sikkim,987905,522839,465066,2021-11-21 23:30
9576,31,Tamil Nadu,65744845,43621438,22123407,2021-11-21 23:30
9577,32,Telangana,36164533,24254268,11910265,2021-11-21 23:30
9578,33,Tripura,4469964,2531530,1938434,2021-11-21 23:30
9579,34,Uttar Pradesh,148574595,105588852,42985743,2021-11-21 23:30
9580,35,Uttarakhand,12169142,7540389,4628753,2021-11-21 23:30
9581,36,West Bengal,87436991,61450213,25986778,2021-11-21 23:30
9582,37,Daman and Diu,483187,277650,205537,2021-11-21 23:30
9583,1,Andaman and Nicobar Islands,537064,295977,241087,2021-11-22 23:30
9584,2,Andhra Pradesh,57431514,33993208,23438306,2021-11-22 23:30
9585,3,Arunachal Pradesh,1380744,787514,593230,2021-11-22 23:30
9586,4,Assam,31801748,20849218,10952530,2021-11-22 23:30
9587,5,Bihar,75797830,52725426,23072404,2021-11-22 23:30
9588,6,Chandigarh,1541542,935869,605673,2021-11-22 23:30
9589,7,Chhattisgarh,24581763,15802888,8778875,2021-11-22 23:30
9590,8,Dadra and Nagar Haveli,608787,392942,215845,2021-11-22 23:30
9591,9,Delhi,21953354,13587475,8365879,2021-11-22 23:30
9592,10,Goa,2281330,1277203,1004127,2021-11-22 23:30
9593,11,Gujarat,77500253,45444468,32055785,2021-11-22 23:30
9594,12,Haryana,27701440,18296433,9405007,2021-11-22 23:30
9595,13,Himachal Pradesh,10456413,5784082,4672331,2021-11-22 23:30
9596,14,Jammu and Kashmir,16254529,9576555,6677974,2021-11-22 23:30
9597,15,Jharkhand,23190198,16098236,7091962,2021-11-22 23:30
9598,16,Karnataka,70555025,43789663,26765362,2021-11-22 23:30
9599,17,Kerala,41988319,25594338,16393981,2021-11-22 23:30
9600,18,Ladakh,376903,210948,165955,2021-11-22 23:30
9601,19,Lakshadweep,103963,55354,48609,2021-11-22 23:30
9602,20,Madhya Pradesh,80865660,50677255,30188405,2021-11-22 23:30
9603,21,Maharashtra,107703020,71432089,36270931,2021-11-22 23:30
9604,22,Manipur,2112310,1271904,840406,2021-11-22 23:30
9605,23,Meghalaya,1926144,1149576,776568,2021-11-22 23:30
9606,24,Mizoram,1270539,725063,545476,2021-11-22 23:30
9607,25,Nagaland,1261224,727534,533690,2021-11-22 23:30
9608,26,Odisha,41864564,27331872,14532692,2021-11-22 23:30
9609,27,Puducherry,1189753,746347,443406,2021-11-22 23:30
9610,28,Punjab,23465843,16361475,7104368,2021-11-22 23:30
9611,29,Rajasthan,65813518,43107513,22706005,2021-11-22 23:30
9612,30,Sikkim,988786,522891,465895,2021-11-22 23:30
9613,31,Tamil Nadu,66069846,43768890,22300956,2021-11-22 23:30
9614,32,Telangana,36387502,24351572,12035930,2021-11-22 23:30
9615,33,Tripura,4483508,2533205,1950303,2021-11-22 23:30
9616,34,Uttar Pradesh,150166192,106338667,43827525,2021-11-22 23:30
9617,35,Uttarakhand,12223986,7544835,4679151,2021-11-22 23:30
9618,36,West Bengal,88095934,61728618,26367316,2021-11-22 23:30
9619,37,Daman and Diu,484418,277900,206518,2021-11-22 23:30
9620,1,Andaman and Nicobar Islands,539819,296096,243723,2021-11-23 23:30
9621,2,Andhra Pradesh,57741513,34066486,23675027,2021-11-23 23:30
9622,3,Arunachal Pradesh,1383803,788329,595474,2021-11-23 23:30
9623,4,Assam,32006445,20888261,11118184,2021-11-23 23:30
9624,5,Bihar,76569105,52980332,23588773,2021-11-23 23:30
9625,6,Chandigarh,1545532,936545,608987,2021-11-23 23:30
9626,7,Chhattisgarh,24745139,15883825,8861314,2021-11-23 23:30
9627,8,Dadra and Nagar Haveli,611310,393505,217805,2021-11-23 23:30
9628,9,Delhi,22064755,13631115,8433640,2021-11-23 23:30
9629,10,Goa,2285499,1277852,1007647,2021-11-23 23:30
9630,11,Gujarat,78015027,45502428,32512599,2021-11-23 23:30
9631,12,Haryana,27856727,18343003,9513724,2021-11-23 23:30
9632,13,Himachal Pradesh,10544965,5790042,4754923,2021-11-23 23:30
9633,14,Jammu and Kashmir,16329338,9580033,6749305,2021-11-23 23:30
9634,15,Jharkhand,23360546,16164786,7195760,2021-11-23 23:30
9635,16,Karnataka,70913279,43868680,27044599,2021-11-23 23:30
9636,17,Kerala,42133999,25606495,16527504,2021-11-23 23:30
9637,18,Ladakh,378368,211126,167242,2021-11-23 23:30
9638,19,Lakshadweep,104047,55359,48688,2021-11-23 23:30
9639,20,Madhya Pradesh,81314108,50716867,30597241,2021-11-23 23:30
9640,21,Maharashtra,108466942,71753953,36712989,2021-11-23 23:30
9641,22,Manipur,2117681,1272948,844733,2021-11-23 23:30
9642,23,Meghalaya,1936240,1152975,783265,2021-11-23 23:30
9643,24,Mizoram,1273672,726071,547601,2021-11-23 23:30
9644,25,Nagaland,1265115,729006,536109,2021-11-23 23:30
9645,26,Odisha,42106115,27409944,14696171,2021-11-23 23:30
9646,27,Puducherry,1194646,747878,446768,2021-11-23 23:30
9647,28,Punjab,23564459,16390537,7173922,2021-11-23 23:30
9648,29,Rajasthan,66111867,43152508,22959359,2021-11-23 23:30
9649,30,Sikkim,989288,522914,466374,2021-11-23 23:30
9650,31,Tamil Nadu,66435534,43924986,22510548,2021-11-23 23:30
9651,32,Telangana,36627436,24457375,12170061,2021-11-23 23:30
9652,33,Tripura,4497630,2535621,1962009,2021-11-23 23:30
9653,34,Uttar Pradesh,151901560,107151053,44750507,2021-11-23 23:30
9654,35,Uttarakhand,12289258,7550047,4739211,2021-11-23 23:30
9655,36,West Bengal,88841454,61986273,26855181,2021-11-23 23:30
9656,37,Daman and Diu,485668,278162,207506,2021-11-23 23:30
9657,1,Andaman and Nicobar Islands,542473,296217,246256,2021-11-24 23:30
9658,2,Andhra Pradesh,58025701,34141892,23883809,2021-11-24 23:30
9659,3,Arunachal Pradesh,1388145,789388,598757,2021-11-24 23:30
9660,4,Assam,32153148,20919649,11233499,2021-11-24 23:30
9661,5,Bihar,77223626,53208146,24015480,2021-11-24 23:30
9662,6,Chandigarh,1549218,937224,611994,2021-11-24 23:30
9663,7,Chhattisgarh,24934283,15977815,8956468,2021-11-24 23:30
9664,8,Dadra and Nagar Haveli,613080,393863,219217,2021-11-24 23:30
9665,9,Delhi,22157764,13667725,8490039,2021-11-24 23:30
9666,10,Goa,2289191,1278480,1010711,2021-11-24 23:30
9667,11,Gujarat,78465087,45551685,32913402,2021-11-24 23:30
9668,12,Haryana,27989022,18384740,9604282,2021-11-24 23:30
9669,13,Himachal Pradesh,10634294,5796237,4838057,2021-11-24 23:30
9670,14,Jammu and Kashmir,16397063,9583340,6813723,2021-11-24 23:30
9671,15,Jharkhand,23535091,16232665,7302426,2021-11-24 23:30
9672,16,Karnataka,71786138,44031537,27754601,2021-11-24 23:30
9673,17,Kerala,42178783,25611152,16567631,2021-11-24 23:30
9674,18,Ladakh,379211,211275,167936,2021-11-24 23:30
9675,19,Lakshadweep,104124,55369,48755,2021-11-24 23:30
9676,20,Madhya Pradesh,83252268,50852647,32399621,2021-11-24 23:30
9677,21,Maharashtra,109291581,72095831,37195750,2021-11-24 23:30
9678,22,Manipur,2122508,1273909,848599,2021-11-24 23:30
9679,23,Meghalaya,1943949,1155641,788308,2021-11-24 23:30
9680,24,Mizoram,1276404,727062,549342,2021-11-24 23:30
9681,25,Nagaland,1268701,730347,538354,2021-11-24 23:30
9682,26,Odisha,42327999,27482019,14845980,2021-11-24 23:30
9683,27,Puducherry,1201632,750689,450943,2021-11-24 23:30
9684,28,Punjab,23638077,16411372,7226705,2021-11-24 23:30
9685,29,Rajasthan,66401492,43197274,23204218,2021-11-24 23:30
9686,30,Sikkim,989841,522961,466880,2021-11-24 23:30
9687,31,Tamil Nadu,66789727,44087671,22702056,2021-11-24 23:30
9688,32,Telangana,36807350,24539705,12267645,2021-11-24 23:30
9689,33,Tripura,4509680,2537700,1971980,2021-11-24 23:30
9690,34,Uttar Pradesh,153477254,107927373,45549881,2021-11-24 23:30
9691,35,Uttarakhand,12343936,7554962,4788974,2021-11-24 23:30
9692,36,West Bengal,89509353,62213352,27296001,2021-11-24 23:30
9693,37,Daman and Diu,486792,278356,208436,2021-11-24 23:30
9694,1,Andaman and Nicobar Islands,544653,296305,248348,2021-11-25 23:30
9695,2,Andhra Pradesh,58338068,34240668,24097400,2021-11-25 23:30
9696,3,Arunachal Pradesh,1392276,790719,601557,2021-11-25 23:30
9697,4,Assam,32348771,20957790,11390981,2021-11-25 23:30
9698,5,Bihar,78014636,53471639,24542997,2021-11-25 23:30
9699,6,Chandigarh,1552791,937827,614964,2021-11-25 23:30
9700,7,Chhattisgarh,25101711,16060837,9040874,2021-11-25 23:30
9701,8,Dadra and Nagar Haveli,614778,394176,220602,2021-11-25 23:30
9702,9,Delhi,22260471,13708314,8552157,2021-11-25 23:30
9703,10,Goa,2292774,1279025,1013749,2021-11-25 23:30
9704,11,Gujarat,79000441,45605968,33394473,2021-11-25 23:30
9705,12,Haryana,28139536,18429003,9710533,2021-11-25 23:30
9706,13,Himachal Pradesh,10715249,5802170,4913079,2021-11-25 23:30
9707,14,Jammu and Kashmir,16449002,9586565,6862437,2021-11-25 23:30
9708,15,Jharkhand,23693606,16297200,7396406,2021-11-25 23:30
9709,16,Karnataka,72097081,44111943,27985138,2021-11-25 23:30
9710,17,Kerala,42269598,25619174,16650424,2021-11-25 23:30
9711,18,Ladakh,380166,211396,168770,2021-11-25 23:30
9712,19,Lakshadweep,104242,55379,48863,2021-11-25 23:30
9713,20,Madhya Pradesh,84094587,50920392,33174195,2021-11-25 23:30
9714,21,Maharashtra,110086653,72427443,37659210,2021-11-25 23:30
9715,22,Manipur,2127163,1274844,852319,2021-11-25 23:30
9716,23,Meghalaya,1953143,1158537,794606,2021-11-25 23:30
9717,24,Mizoram,1278685,727696,550989,2021-11-25 23:30
9718,25,Nagaland,1271688,731491,540197,2021-11-25 23:30
9719,26,Odisha,42572597,27553018,15019579,2021-11-25 23:30
9720,27,Puducherry,1209242,754079,455163,2021-11-25 23:30
9721,28,Punjab,23745663,16441547,7304116,2021-11-25 23:30
9722,29,Rajasthan,66679103,43243063,23436040,2021-11-25 23:30
9723,30,Sikkim,990558,523021,467537,2021-11-25 23:30
9724,31,Tamil Nadu,67773587,44453286,23320301,2021-11-25 23:30
9725,32,Telangana,37019134,24634220,12384914,2021-11-25 23:30
9726,33,Tripura,4518620,2539788,1978832,2021-11-25 23:30
9727,34,Uttar Pradesh,155271539,108766774,46504765,2021-11-25 23:30
9728,35,Uttarakhand,12400833,7559943,4840890,2021-11-25 23:30
9729,36,West Bengal,90052635,62387382,27665253,2021-11-25 23:30
9730,37,Daman and Diu,487920,278494,209426,2021-11-25 23:30
9731,1,Andaman and Nicobar Islands,546984,296410,250574,2021-11-26 23:30
9732,2,Andhra Pradesh,58685528,34363915,24321613,2021-11-26 23:30
9733,3,Arunachal Pradesh,1395820,791617,604203,2021-11-26 23:30
9734,4,Assam,32523103,20990895,11532208,2021-11-26 23:30
9735,5,Bihar,78670636,53686888,24983748,2021-11-26 23:30
9736,6,Chandigarh,1556506,938486,618020,2021-11-26 23:30
9737,7,Chhattisgarh,25236861,16127827,9109034,2021-11-26 23:30
9738,8,Dadra and Nagar Haveli,616250,394441,221809,2021-11-26 23:30
9739,9,Delhi,22347107,13740798,8606309,2021-11-26 23:30
9740,10,Goa,2296419,1279609,1016810,2021-11-26 23:30
9741,11,Gujarat,79503840,45659783,33844057,2021-11-26 23:30
9742,12,Haryana,28275506,18470082,9805424,2021-11-26 23:30
9743,13,Himachal Pradesh,10788152,5807882,4980270,2021-11-26 23:30
9744,14,Jammu and Kashmir,16489504,9590114,6899390,2021-11-26 23:30
9745,15,Jharkhand,23850417,16357068,7493349,2021-11-26 23:30
9746,16,Karnataka,72542783,44215556,28327227,2021-11-26 23:30
9747,17,Kerala,42428395,25630785,16797610,2021-11-26 23:30
9748,18,Ladakh,381222,211525,169697,2021-11-26 23:30
9749,19,Lakshadweep,104374,55386,48988,2021-11-26 23:30
9750,20,Madhya Pradesh,84584603,50962249,33622354,2021-11-26 23:30
9751,21,Maharashtra,110849813,72750398,38099415,2021-11-26 23:30
9752,22,Manipur,2132614,1276059,856555,2021-11-26 23:30
9753,23,Meghalaya,1960434,1160793,799641,2021-11-26 23:30
9754,24,Mizoram,1281963,728843,553120,2021-11-26 23:30
9755,25,Nagaland,1275023,732766,542257,2021-11-26 23:30
9756,26,Odisha,42796052,27617878,15178174,2021-11-26 23:30
9757,27,Puducherry,1215780,756824,458956,2021-11-26 23:30
9758,28,Punjab,23836445,16467638,7368807,2021-11-26 23:30
9759,29,Rajasthan,66957775,43288285,23669490,2021-11-26 23:30
9760,30,Sikkim,991476,523086,468390,2021-11-26 23:30
9761,31,Tamil Nadu,68160640,44615139,23545501,2021-11-26 23:30
9762,32,Telangana,37222866,24724191,12498675,2021-11-26 23:30
9763,33,Tripura,4530635,2542351,1988284,2021-11-26 23:30
9764,34,Uttar Pradesh,156999722,109581858,47417864,2021-11-26 23:30
9765,35,Uttarakhand,12461113,7565283,4895830,2021-11-26 23:30
9766,36,West Bengal,90744906,62606581,28138325,2021-11-26 23:30
9767,37,Daman and Diu,488955,278668,210287,2021-11-26 23:30
9768,1,Andaman and Nicobar Islands,549032,296538,252494,2021-11-27 23:30
9769,2,Andhra Pradesh,58990319,34479687,24510632,2021-11-27 23:30
9770,3,Arunachal Pradesh,1399053,792501,606552,2021-11-27 23:30
9771,4,Assam,32692443,21024382,11668061,2021-11-27 23:30
9772,5,Bihar,79838061,54019476,25818585,2021-11-27 23:30
9773,6,Chandigarh,1561653,939297,622356,2021-11-27 23:30
9774,7,Chhattisgarh,25534758,16303131,9231627,2021-11-27 23:30
9775,8,Dadra and Nagar Haveli,617753,394706,223047,2021-11-27 23:30
9776,9,Delhi,22471172,13783246,8687926,2021-11-27 23:30
9777,10,Goa,2301262,1280384,1020878,2021-11-27 23:30
9778,11,Gujarat,79906949,45702152,34204797,2021-11-27 23:30
9779,12,Haryana,28400358,18506099,9894259,2021-11-27 23:30
9780,13,Himachal Pradesh,10848543,5812897,5035646,2021-11-27 23:30
9781,14,Jammu and Kashmir,16525154,9593142,6932012,2021-11-27 23:30
9782,15,Jharkhand,23998150,16417589,7580561,2021-11-27 23:30
9783,16,Karnataka,73028459,44354147,28674312,2021-11-27 23:30
9784,17,Kerala,42674395,25650538,17023857,2021-11-27 23:30
9785,18,Ladakh,382014,211646,170368,2021-11-27 23:30
9786,19,Lakshadweep,104486,55397,49089,2021-11-27 23:30
9787,20,Madhya Pradesh,85362120,51022481,34339639,2021-11-27 23:30
9788,21,Maharashtra,111688539,73088421,38600118,2021-11-27 23:30
9789,22,Manipur,2138886,1277529,861357,2021-11-27 23:30
9790,23,Meghalaya,1964687,1162110,802577,2021-11-27 23:30
9791,24,Mizoram,1283941,730018,553923,2021-11-27 23:30
9792,25,Nagaland,1276244,733376,542868,2021-11-27 23:30
9793,26,Odisha,43006258,27680716,15325542,2021-11-27 23:30
9794,27,Puducherry,1224324,760200,464124,2021-11-27 23:30
9795,28,Punjab,23934206,16493654,7440552,2021-11-27 23:30
9796,29,Rajasthan,67440722,43358294,24082428,2021-11-27 23:30
9797,30,Sikkim,991752,523116,468636,2021-11-27 23:30
9798,31,Tamil Nadu,68472021,44747363,23724658,2021-11-27 23:30
9799,32,Telangana,37425979,24807309,12618670,2021-11-27 23:30
9800,33,Tripura,4547079,2545663,2001416,2021-11-27 23:30
9801,34,Uttar Pradesh,158616022,110370709,48245313,2021-11-27 23:30
9802,35,Uttarakhand,12519269,7570585,4948684,2021-11-27 23:30
9803,36,West Bengal,91306099,62805692,28500407,2021-11-27 23:30
9804,37,Daman and Diu,490217,278857,211360,2021-11-27 23:30
9805,1,Andaman and Nicobar Islands,549324,296571,252753,2021-11-28 23:30
9806,2,Andhra Pradesh,59135468,34555954,24579514,2021-11-28 23:30
9807,3,Arunachal Pradesh,1400015,792816,607199,2021-11-28 23:30
9808,4,Assam,32749953,21039317,11710636,2021-11-28 23:30
9809,5,Bihar,80271583,54139388,26132195,2021-11-28 23:30
9810,6,Chandigarh,1563660,939640,624020,2021-11-28 23:30
9811,7,Chhattisgarh,25623545,16345460,9278085,2021-11-28 23:30
9812,8,Dadra and Nagar Haveli,617845,394739,223106,2021-11-28 23:30
9813,9,Delhi,22499281,13794257,8705024,2021-11-28 23:30
9814,10,Goa,2306625,1281406,1025219,2021-11-28 23:30
9815,11,Gujarat,80034232,45717439,34316793,2021-11-28 23:30
9816,12,Haryana,28456135,18522959,9933176,2021-11-28 23:30
9817,13,Himachal Pradesh,10887486,5815963,5071523,2021-11-28 23:30
9818,14,Jammu and Kashmir,16538388,9593986,6944402,2021-11-28 23:30
9819,15,Jharkhand,24141320,16472082,7669238,2021-11-28 23:30
9820,16,Karnataka,73301079,44458741,28842338,2021-11-28 23:30
9821,17,Kerala,42687603,25651685,17035918,2021-11-28 23:30
9822,18,Ladakh,382101,211660,170441,2021-11-28 23:30
9823,19,Lakshadweep,104491,55397,49094,2021-11-28 23:30
9824,20,Madhya Pradesh,85575271,51036158,34539113,2021-11-28 23:30
9825,21,Maharashtra,112010765,73254410,38756355,2021-11-28 23:30
9826,22,Manipur,2143137,1279041,864096,2021-11-28 23:30
9827,23,Meghalaya,1965057,1162285,802772,2021-11-28 23:30
9828,24,Mizoram,1284196,730211,553985,2021-11-28 23:30
9829,25,Nagaland,1281047,736371,544676,2021-11-28 23:30
9830,26,Odisha,43084748,27716069,15368679,2021-11-28 23:30
9831,27,Puducherry,1226554,761274,465280,2021-11-28 23:30
9832,28,Punjab,23957706,16500949,7456757,2021-11-28 23:30
9833,29,Rajasthan,67518410,43369760,24148650,2021-11-28 23:30
9834,30,Sikkim,991752,523116,468636,2021-11-28 23:30
9835,31,Tamil Nadu,69848105,45207361,24640744,2021-11-28 23:30
9836,32,Telangana,37459050,24824173,12634877,2021-11-28 23:30
9837,33,Tripura,4550212,2547337,2002875,2021-11-28 23:30
9838,34,Uttar Pradesh,159537825,110874921,48662904,2021-11-28 23:30
9839,35,Uttarakhand,12543278,7572788,4970490,2021-11-28 23:30
9840,36,West Bengal,91534365,62914564,28619801,2021-11-28 23:30
9841,37,Daman and Diu,490219,278857,211362,2021-11-28 23:30
9842,1,Andaman and Nicobar Islands,551563,296743,254820,2021-11-29 23:30
9843,2,Andhra Pradesh,59430952,34685194,24745758,2021-11-29 23:30
9844,3,Arunachal Pradesh,1404066,793938,610128,2021-11-29 23:30
9845,4,Assam,32961655,21087224,11874431,2021-11-29 23:30
9846,5,Bihar,80869489,54289855,26579634,2021-11-29 23:30
9847,6,Chandigarh,1568675,940604,628071,2021-11-29 23:30
9848,7,Chhattisgarh,25767099,16401237,9365862,2021-11-29 23:30
9849,8,Dadra and Nagar Haveli,619612,395053,224559,2021-11-29 23:30
9850,9,Delhi,22632081,13842406,8789675,2021-11-29 23:30
9851,10,Goa,2311036,1282226,1028810,2021-11-29 23:30
9852,11,Gujarat,80558881,45773290,34785591,2021-11-29 23:30
9853,12,Haryana,28589189,18560280,10028909,2021-11-29 23:30
9854,13,Himachal Pradesh,10940061,5820639,5119422,2021-11-29 23:30
9855,14,Jammu and Kashmir,16582594,9597744,6984850,2021-11-29 23:30
9856,15,Jharkhand,24299958,16530474,7769484,2021-11-29 23:30
9857,16,Karnataka,73862078,44633864,29228214,2021-11-29 23:30
9858,17,Kerala,42874210,25670723,17203487,2021-11-29 23:30
9859,18,Ladakh,382780,211855,170925,2021-11-29 23:30
9860,19,Lakshadweep,104589,55398,49191,2021-11-29 23:30
9861,20,Madhya Pradesh,86112047,51076555,35035492,2021-11-29 23:30
9862,21,Maharashtra,113114059,73732054,39382005,2021-11-29 23:30
9863,22,Manipur,2150955,1280981,869974,2021-11-29 23:30
9864,23,Meghalaya,1971840,1164508,807332,2021-11-29 23:30
9865,24,Mizoram,1288176,731728,556448,2021-11-29 23:30
9866,25,Nagaland,1284859,737951,546908,2021-11-29 23:30
9867,26,Odisha,43345130,27785811,15559319,2021-11-29 23:30
9868,27,Puducherry,1233544,764178,469366,2021-11-29 23:30
9869,28,Punjab,24051002,16526453,7524549,2021-11-29 23:30
9870,29,Rajasthan,67930763,43434754,24496009,2021-11-29 23:30
9871,30,Sikkim,992632,523190,469442,2021-11-29 23:30
9872,31,Tamil Nadu,70110097,45313763,24796334,2021-11-29 23:30
9873,32,Telangana,37659346,24898678,12760668,2021-11-29 23:30
9874,33,Tripura,4565341,2550643,2014698,2021-11-29 23:30
9875,34,Uttar Pradesh,161114736,111602509,49512227,2021-11-29 23:30
9876,35,Uttarakhand,12610249,7579400,5030849,2021-11-29 23:30
9877,36,West Bengal,92184199,63106737,29077462,2021-11-29 23:30
9878,37,Daman and Diu,491782,279137,212645,2021-11-29 23:30
9879,1,Andaman and Nicobar Islands,553559,296844,256715,2021-11-30 23:30
9880,2,Andhra Pradesh,59714908,34817916,24896992,2021-11-30 23:30
9881,3,Arunachal Pradesh,1407241,794862,612379,2021-11-30 23:30
9882,4,Assam,33181363,21147890,12033473,2021-11-30 23:30
9883,5,Bihar,81837895,54512367,27325528,2021-11-30 23:30
9884,6,Chandigarh,1573600,941595,632005,2021-11-30 23:30
9885,7,Chhattisgarh,25915580,16462160,9453420,2021-11-30 23:30
9886,8,Dadra and Nagar Haveli,621009,395253,225756,2021-11-30 23:30
9887,9,Delhi,22756920,13890145,8866775,2021-11-30 23:30
9888,10,Goa,2315618,1283128,1032490,2021-11-30 23:30
9889,11,Gujarat,81096320,45827265,35269055,2021-11-30 23:30
9890,12,Haryana,28719749,18598043,10121706,2021-11-30 23:30
9891,13,Himachal Pradesh,10995471,5825320,5170151,2021-11-30 23:30
9892,14,Jammu and Kashmir,16641016,9601811,7039205,2021-11-30 23:30
9893,15,Jharkhand,24473784,16595986,7877798,2021-11-30 23:30
9894,16,Karnataka,74447105,44815478,29631627,2021-11-30 23:30
9895,17,Kerala,43055295,25688906,17366389,2021-11-30 23:30
9896,18,Ladakh,383227,211980,171247,2021-11-30 23:30
9897,19,Lakshadweep,104815,55420,49395,2021-11-30 23:30
9898,20,Madhya Pradesh,86487701,51111112,35376589,2021-11-30 23:30
9899,21,Maharashtra,114327916,74308398,40019518,2021-11-30 23:30
9900,22,Manipur,2159864,1282981,876883,2021-11-30 23:30
9901,23,Meghalaya,1978444,1166770,811674,2021-11-30 23:30
